word,example_jp,example_ko,source
兵器,この問題を理解するには、兵器という観点から考えることが重要だ。,이 문제를 이해하려면 병기이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
兵士,この問題を理解するには、兵士という観点から考えることが重要だ。,이 문제를 이해하려면 병사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
兼業,この問題を理解するには、兼業という観点から考えることが重要だ。,이 문제를 이해하려면 겸업이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
兼用,この問題を理解するには、兼用という観点から考えることが重要だ。,이 문제를 이해하려면 겸용이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
内乱,この問題を理解するには、内乱という観点から考えることが重要だ。,이 문제를 이해하려면 내란이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
内訳,この問題を理解するには、内訳という観点から考えることが重要だ。,이 문제를 이해하려면 내역이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
内閣,この問題を理解するには、内閣という観点から考えることが重要だ。,이 문제를 이해하려면 내각이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
内陸,この問題を理解するには、内陸という観点から考えることが重要だ。,이 문제를 이해하려면 내륙이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
円滑な,その説明は円滑なものではなく、追加の根拠を示す必要があった。,그 설명은 원활한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
再会,この問題を理解するには、再会という観点から考えることが重要だ。,이 문제를 이해하려면 재회이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
再建,この問題を理解するには、再建という観点から考えることが重要だ。,이 문제를 이해하려면 재건이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
再現,この問題を理解するには、再現という観点から考えることが重要だ。,이 문제를 이해하려면 재현이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
再生,この問題を理解するには、再生という観点から考えることが重要だ。,이 문제를 이해하려면 재생이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
冬眠,この問題を理解するには、冬眠という観点から考えることが重要だ。,이 문제를 이해하려면 동면이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
冷気,この問題を理解するには、冷気という観点から考えることが重要だ。,이 문제를 이해하려면 찬 기운 냉기이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
冷淡な,その説明は冷淡なものではなく、追加の根拠を示す必要があった。,그 설명은 냉담한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
冷蔵,この問題を理解するには、冷蔵という観点から考えることが重要だ。,이 문제를 이해하려면 냉장이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
冷遇,この問題を理解するには、冷遇という観点から考えることが重要だ。,이 문제를 이해하려면 냉대이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
冷酷な,その説明は冷酷なものではなく、追加の根拠を示す必要があった。,그 설명은 냉혹한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
凝縮,この問題を理解するには、凝縮という観点から考えることが重要だ。,이 문제를 이해하려면 응축이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
凶作,この問題を理解するには、凶作という観点から考えることが重要だ。,이 문제를 이해하려면 흉작이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
出動,この問題を理解するには、出動という観点から考えることが重要だ。,이 문제를 이해하려면 출동이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
出品,この問題を理解するには、出品という観点から考えることが重要だ。,이 문제를 이해하려면 출품이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
出演,この問題を理解するには、出演という観点から考えることが重要だ。,이 문제를 이해하려면 출연이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
出現,この問題を理解するには、出現という観点から考えることが重要だ。,이 문제를 이해하려면 출현이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
出生,この問題を理解するには、出生という観点から考えることが重要だ。,이 문제를 이해하려면 출생이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
出産,この問題を理解するには、出産という観点から考えることが重要だ。,이 문제를 이해하려면 출산이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
出社,この問題を理解するには、出社という観点から考えることが重要だ。,이 문제를 이해하려면 출근이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
